	station46	station49	station121	station45	station50	station126
otu_829	0	58	0	0	0	0
otu_830	261	35	118	1166	651	600
otu_831	0	3	0	0	3	107
otu_832	522	246	100	2589	99	7207
otu_833	0	4	3	3	0	4
otu_834	1	0	18	1	1	3
otu_835	12	74	726	12	46	10
otu_837	0	1	0	0	1	0
otu_838	1	2	0	2	0	0
otu_839	8	300	1479	9	75	323
otu_840	2241	2698	0	494	73	24
otu_841	100	3	214	123	50	35
otu_842	0	0	0	0	0	1
otu_843	33	63	19	606	1120	4
otu_844	2234	237	157	4095	353	956
otu_846	46	8	142	33	43	46649
otu_847	549	72	1	87	6	190
otu_848	1059	21	14	366	20	130
otu_849	499	111	339	564	1560	1373
otu_850	5	37	43	9	79	249
otu_851	217	99	354	371	118	1087
otu_852	2041	407	48	26	15	615
otu_853	127	175	0	0	3	11506
otu_854	2	2	12	3	0	7778
otu_855	0	13	0	372	47	10
otu_856	0	1	0	0	0	0
otu_857	0	3	1	0	0	1
otu_858	3	90	7	2	6	185
otu_859	6	55	0	2	0	81
otu_860	3	76	602	4	577	580
otu_861	769	219	854	4058	829	410
otu_863	0	1	0	2	0	47
otu_864	1	3	0	0	0	13
otu_865	1	6	62	14	651	45
otu_866	5642	1471	100	9101	302	713
otu_867	574	7	139	69	22	462
otu_869	27	9	0	4	0	10
otu_870	311	32	101	153	73	249
otu_871	4329	396	499	715	94	278
otu_872	0	3	0	0	0	0
otu_873	3	0	0	0	3	0
otu_874	2	1	49	0	0	113
otu_875	0	3	3428	99	7	56
otu_876	247	29	219	547	34	2675
otu_877	0	5	0	8	10	1
otu_878	0	4	19	0	15	3304
otu_879	0	0	5	4	0	51
otu_880	2097	73	0	10906	56	0
otu_882	18	0	28	0	0	0
otu_883	12	1	3	36	18	1465
otu_886	13	6	23	2	535	1599
otu_887	1209	740	194	2786	479	334
otu_888	8078	113	180	3060	960	596
otu_889	1	29	72	2	1	693
otu_890	1175	193	414	6917	312	1060
otu_891	41	3	28	217	17	76
otu_892	3282	2613	1089	1252	809	3817
otu_893	3094	398	79	14286	822	772
otu_894	95	3	53	147	117	141
otu_897	1749	219	46	2066	124	590
otu_898	1	0	0	3	0	0
otu_899	2146	745	168	608	204	1391
otu_900	2818	1065	147	1488	440	2325
otu_901	10	0	1511	7	29	5536
otu_902	3	2	134	2	1	406
otu_903	0	6	0	5	0	0
otu_905	2	0	0	1	0	0
otu_906	1	8	74	0	25	9934
otu_907	3	0	4	212	0	0
otu_908	1	3	0	2	0	3
otu_909	3098	731	174	83	523	223
otu_910	3	3	224	3	1801	1778
otu_911	0	1	0	25	79	2
otu_913	10	6	94	7848	24	1327
otu_914	123	13	54	0	1	154
otu_915	1	138	0	0	2	0
otu_916	390	78	89	846	65	424
otu_917	591	49	171	1718	124	500
otu_918	5	0	6	14	3	53
otu_920	1722	611	1	2121	195	2
otu_921	2118	27	169	180	893	237
otu_922	8666	493	7	23	214	2
otu_923	13	3	61	9	90	661
otu_926	5	75	482	14	697	30
otu_927	14	4	173	5	16	2674
otu_928	1	1	154	10	20	35
otu_929	3373	733	551	5426	1513	249
otu_930	4	257	42	4	10	0
otu_931	58	64	25	106	20	400
otu_933	349	213	234	210	166	196
otu_935	2	1	0	0	1	140
otu_936	0	6	38	0	0	61
otu_937	46	80	2	1	0	5
otu_938	0	0	0	0	0	1
otu_939	4	20	1	2	2	213
otu_940	67	23	179	150	923	1153
otu_941	573	90	218	1842	265	407
otu_942	0	0	0	51	0	0
otu_943	431	168	6	38	17	48
otu_944	44	3	72	35	19	2221
otu_945	62	15	317	370	212	2631
otu_946	60	22	141	228	123	445
otu_947	7	4	2	0	2	59
otu_948	12	110	128	81	733	194
otu_949	13	16	5	8	1	494
otu_950	556	11	242	3350	637	129
otu_951	577	29	383	218	4	1331
otu_952	1	11	0	5	1	0
otu_953	595	52	76	1360	578	406
otu_954	292	308	282	3514	272	421
otu_955	0	2	11	13	0	24
otu_956	4	2	25	193	57	76
otu_957	651	8365	281	0	5	130
otu_958	5	6	0	4	1	0
otu_959	0	1	0	3	0	0
otu_962	69	15	5	34	15	2123
otu_963	28	54	367	27	165	40
otu_964	10	0	1	0	0	472
otu_965	1249	183	327	3152	218	220
otu_966	12	3	60	2066	27	357
otu_968	301	4	0	34	0	21
otu_969	554	104	72	399	60	1303
otu_970	2	0	1	0	20	15
otu_971	125	25	1153	905	2079	25
otu_972	1061	23	969	4919	37	785
otu_973	141	17	388	5550	1190	444
otu_974	19	91	105	37	33	173
otu_975	501	77	407	352	234	2317
otu_977	0	0	0	21	0	18
otu_978	3	8	5	1	7	109
otu_979	102	2	3	1	34	2689
otu_980	1	13	279	3	9	790
otu_981	0	64	0	0	1	0
otu_982	24	54	185	21	237	621
otu_983	2	3	0	4	0	36
otu_984	1800	260	5	1517	192	209
otu_985	0	0	0	1	0	0
otu_986	13	1	4	139	7	30
otu_987	0	0	49	0	0	70
otu_988	322	11	9	3	11	52
otu_989	1544	2	45	6201	50	546
otu_990	397	283	1	173	2	649
otu_991	0	0	0	0	27	1
otu_992	0	1	0	0	0	1
otu_993	2834	763	1144	313	356	267
otu_994	408	12	23	3627	21	1283
otu_995	1003	42	10	1658	134	85
otu_997	69	5	40	4	0	1
otu_998	10	0	0	0	0	0
otu_999	17	1	0	3	0	1001
otu_1000	0	9	1	8	4	2
otu_1001	0	11	53	5	185	41
otu_1002	0	16	138	3	1	0
otu_1004	939	131	172	2258	275	291
otu_1005	4512	156	334	3329	530	1466
otu_1006	0	0	0	1	1	0
otu_1007	310	4883	150	855	923	1
otu_1008	0	2	0	0	0	0
otu_1009	360	118	58	100	21	696
otu_1011	6	4	1	0	0	8856
otu_1012	582	179	458	6961	1043	4174
otu_1014	2	18	328	4	94	1159
otu_1015	1541	3	4	1836	45	100
otu_1016	43	90	0	0	0	0
otu_1017	5688	160	16	2631	256	300
otu_1018	323	12	185	988	140	1488
otu_1019	445	65	142	30	197	1979
otu_1020	0	5	48	0	201	34
otu_1022	33	18	1	0	0	127
otu_1023	302	59	894	569	865	430
otu_1025	0	0	0	8	0	0
otu_1026	7	1	1	0	2	532
otu_1027	29	104	675	9	230	42
otu_1028	1559	85	101	1789	414	722
otu_1029	0	1	0	0	0	0
otu_1030	4111	2090	3	6	2	5
otu_1031	0	109	0	2	7	2
otu_1033	170	32	229	5	142	166
otu_1034	469	107	28	12	1	142
otu_1035	1151	0	858	1719	2	21
otu_1036	1113	131	1216	1336	441	2971
otu_1037	4964	551	98	3533	159	259
otu_1038	1	192	26	3	814	767
otu_1039	202	428	171	74	74	303
otu_1040	2924	664	26	3750	264	44
otu_1041	1432	3	6	336	223	10
otu_1042	0	8	0	0	0	0
otu_1043	2	2	0	4	0	962
otu_1044	1316	140	8	1244	156	178
otu_1045	2	1	381	0	0	773
otu_1046	1358	63	164	4440	319	45
otu_1047	0	0	0	0	0	3
otu_1048	30	1	0	0	2	9364
otu_1049	583	445	197	688	142	1243
otu_1050	32	90	251	2378	11	10646
otu_1051	2	0	30	3	17	2
otu_1052	278	10	33	326	90	3344
otu_1053	1095	184	89	1624	65	35
otu_1054	181	39	138	269	160	173
otu_1055	1	194	5	1	4	173
otu_1056	1	24	16	7	140	972
otu_1057	0	3	6	3	2	2418
otu_1058	8	2	268	44	88	75
otu_1059	2312	7	180	1	1	18
otu_1060	1230	53	393	690	311	1080
otu_1061	8	5	0	2	0	217
otu_1062	3	2	3	0	0	9
otu_1063	630	227	105	5268	595	11
otu_1064	7	8	752	0	194	139
otu_1065	49	4	0	2	1	3358
otu_1066	1	7	0	1	0	412
otu_1069	1	117	0	0	1	1
otu_1070	24	18	81	11	1235	584
otu_1071	575	45	143	8766	1261	4
otu_1072	20	3	2	8	0	234
otu_1074	1	130	0	0	8	0
otu_1075	1048	308	343	6571	847	656
otu_1076	0	0	5	0	21	0
otu_1077	21	0	0	1	0	0
otu_1078	2132	15	448	1523	351	504
otu_1079	0	21	3	1	12	19756
otu_1080	3292	1629	108	5526	268	244
otu_1081	24	16	188	71	121	443
otu_1082	0	2	0	0	0	5
otu_1083	0	1	5	5	76	0
otu_1084	0	10	336	4	225	17
otu_1085	11	11	6	14	20	53
otu_1087	0	1	0	1	0	20702
otu_1088	0	0	0	1	0	0
otu_1089	2	0	8	0	0	1
otu_1091	6078	52	195	3603	23	1081
otu_1093	23	71	1716	52	101	1628
otu_1094	902	43	46	2787	395	972
otu_1095	20	151	62	5	238	443
otu_1096	0	15	0	0	1	10
otu_1097	172	0	1	349	1	14
otu_1098	34	0	64	21	145	33
otu_1099	1317	411	404	6845	1419	391
otu_1100	0	0	3	4	15	0
otu_1101	0	25	15	0	18	114
otu_1102	157	265	125	146	456	681
otu_1103	521	34	546	1882	221	20
otu_1104	325	325	167	474	132	275
otu_1105	10	58	0	4	3	33
otu_1106	2	1	0	0	0	5
otu_1107	0	2	0	2	1	0
otu_1108	39	101	162	16	65	498
otu_1109	0	0	2	2	6731	28
otu_1111	26	4	0	12	2	4200
otu_1112	0	0	0	0	0	3
otu_1113	2221	6059	146	0	9	364
otu_1115	882	94	191	1073	27	206
otu_1116	0	2	4798	4	1	62
otu_1117	0	1	0	226	15	7
otu_1118	45	34	72	221	136	162
otu_1119	0	9	0	2	0	0
otu_1120	0	24	1	0	1	35
otu_1122	3328	32	155	279	294	528
otu_1123	25	185	0	0	0	0
otu_1124	85	4	0	1	2	60
otu_1125	12	4	23	21	7	6
otu_1126	318	30	18	5045	506	123
otu_1127	735	170	425	3908	790	466
otu_1129	1	3	4	2	31	46
otu_1130	741	33	90	288	57	436
otu_1131	0	9	0	0	0	0
otu_1132	0	0	78	0	0	111
otu_1133	0	0	0	0	0	1
otu_1134	2350	841	62	665	152	1243
otu_1135	4	1	0	2	88	18
otu_1138	1	0	0	2	817	0
otu_1139	0	7	0	1	0	0
otu_1140	7	1	0	7	3	22
otu_1141	180	123	373	647	617	569
otu_1142	87	50	36	1246	336	355
otu_1143	2	36	0	1	3	282
otu_1144	1056	62	23	609	137	11632
otu_1145	307	6	0	0	0	11
otu_1146	0	3	0	172	0	10
otu_1147	14	10	0	1	1	0
otu_1148	1822	75	119	2573	119	2
otu_1149	0	0	0	0	0	5
otu_1151	26	875	43	351	214	55
otu_1152	39	1	49	25	0	3
otu_1153	187	237	323	384	174	354
otu_1154	0	0	1	1	0	1
otu_1155	2	0	0	2	0	26
otu_1156	28754	159	1788	1159	247	186
otu_1157	0	103	0	4	9	118
otu_1158	0	2	0	0	0	8
otu_1159	123	0	0	0	0	0
otu_1161	2	11	0	0	0	7
otu_1162	111445	0	0	0	0	0
otu_1163	335	292	1775	1938	1410	1180
otu_1165	42	44	2668	137	442	131
otu_1166	119	68	156	409	1042	145
otu_1167	15	13	145	129	563	238
otu_1168	215	44	287	162	172	1270
otu_1169	17674	1379	72	499	18	21
otu_1170	352	425	0	0	0	2
otu_1171	3	29	364	3	85	410
otu_1172	1391	298	8	3470	186	4
otu_1174	227	19	2	1100	272	2
otu_1175	980	183	20	512	79	1146
otu_1176	5	0	3	1	1	73
otu_1177	1434	239	239	3208	454	796
otu_1178	6484	3936	2	2009	20	95
otu_1179	734	82	150	435	160	350
otu_1180	11	4	0	32	0	319
otu_1181	4	0	1	0	0	830
otu_1182	1390	210	751	1429	592	206
otu_1183	2	1	0	0	0	5
otu_1184	9189	1736	9	6661	465	62
otu_1185	94	13	180	433	1520	287
otu_1186	5	38	1054	9	185	851
otu_1187	4	10	396	3	0	49
otu_1188	27	56	32	6	15	1061
otu_1189	326	33	4	23	3	0
otu_1190	1014	84	191	5897	175	1454
otu_1191	0	0	47	2	19	85
otu_1192	2	15	1	2	2	153
otu_1193	1	22	0	0	1	67
otu_1194	0	0	0	2	0	26
otu_1195	639	64	5	607	132	54
otu_1196	0	153	0	0	3	7
otu_1197	1516	101	87	17578	2880	0
otu_1198	1	1	0	0	1	11
otu_1199	1053	290	131	2867	310	351
otu_1200	1	4	0	0	0	0
otu_1201	106	71	2	708	4	871
otu_1202	571	8	5	2428	10	9
otu_1204	20	0	0	0	0	0
otu_1205	0	1	0	0	0	0
otu_1206	0	2	0	0	0	0
otu_1207	13	12	0	7	0	0
otu_1208	0	26	345	27	114	335
otu_1209	0	35	37	0	2	56
otu_1210	118	15	201	757	89	382
otu_1211	228	1	36	17	84	63
otu_1212	14	16	139	9	3	39
otu_1213	394	11	29	350	158	610
otu_1214	4	0	8	1	23	1
otu_1215	76	32	196	504	1094	17
otu_1216	3	1	2	0	4	69
otu_1217	37	13	57	51	57	1
otu_1218	0	0	0	0	0	4
otu_1219	42	67	9	95	17	3
otu_1222	888	458	266	4639	1614	886
otu_1223	1385	92	155	6137	187	852
otu_1224	9	6	254	0	212	92
otu_1225	4268	207	11	6353	375	746
otu_1226	714	172	13	1797	605	239
otu_1227	1	0	0	2	0	0
otu_1228	1365	214	27	1510	89	301
otu_1229	1032	38	216	1097	25	15
otu_1230	469	203	50	384	256	117
otu_1231	0	0	4	647	25	0
otu_1232	0	1	0	1	0	0
otu_1233	86	89	19	15	25	4751
otu_1234	211	52	870	196	72	6270
otu_1235	4480	177	602	9212	1026	607
otu_1236	345	346	382	393	90	891
otu_1237	50	3	0	0	0	0
otu_1238	81	23	20	194	64	447
otu_1239	70	53	0	27	5	52
otu_1240	0	0	2	0	0	0
otu_1241	4	7	91	8	756	220
otu_1242	390	127	162	171	557	482
otu_1243	2031	135	123	1072	227	836
otu_1244	7325	122	1	2	0	1
otu_1245	0	8	0	1	0	94
otu_1246	875	66	7	226	18	8
otu_1247	5168	704	531	5059	147	431
otu_1248	1	23	0	0	0	42
otu_1249	10	4	263	1	2	7
otu_1250	1	1	1656	0	2	21
otu_1251	0	0	1	3	0	2
otu_1252	15	5	0	0	0	13
otu_1253	5	17	13	2	2	7
otu_1254	13	7	344	11	156	147
otu_1255	93	8	97	393	83	198
otu_1256	5	17	257	2	4589	372
otu_1257	29	23	3	5	0	2003
otu_1258	105	75	277	64	259	1456
otu_1259	66	2	102	312	16	171
otu_1260	1	2	13	0	0	6
otu_1261	0	0	0	2	0	0
otu_1262	474	49	202	800	535	1522
otu_1263	7	10	14	0	75	25
otu_1265	74112	24	0	20	0	0
otu_1266	0	32	50	0	51	152
otu_1267	0	0	0	12	0	1
otu_1268	305	41	0	5165	34	4
otu_1269	0	1	0	0	0	0
otu_1270	969	38	9	247	31	90
otu_1271	368	55	357	1151	115	840
otu_1272	159	46	169	1068	228	142
otu_1273	1	4	1	7	0	25
otu_1274	0	0	2	0	0	44
otu_1275	1423	166	0	1	7	1688
otu_1276	466	453	992	2435	126	1894
otu_1278	0	2	2	1	1	618
otu_1279	48	95	29	40	75	159
otu_1280	1187	1	7	59	4	185
otu_1281	2545	2014	23	0	0	22
otu_1282	244	63	172	1062	1825	334
otu_1283	3	1	411	2	248	1716
otu_1284	0	0	1	1	0	1
otu_1285	2569	733	8	2	0	9
otu_1287	0	3	0	0	1	1
otu_1288	0	19	228	0	39	1715
otu_1289	2	23	6	0	0	74
otu_1290	4	1	56	1	1	5
otu_1291	1	4	65	2	3	36
otu_1292	0	23	4	0	5	27
otu_1293	0	25	11	1	0	0
otu_1294	1995	32	112	5312	389	1
otu_1295	0	0	7	4	0	1
otu_1296	94	129	581	134	55	1117
otu_1297	15	2	0	1	0	0
otu_1299	0	0	0	7	0	0
otu_1300	3	3	0	0	5	5
otu_1301	23	5	53	0	4	354
otu_1302	4	0	56	1	1300	1826
otu_1303	11	0	0	19	13	3
otu_1304	194	248	19	36	31	3567
otu_1306	1694	81	218	3638	1395	70
otu_1307	0	0	1	0	0	12
otu_1308	4	91	13	1	16	321
otu_1309	302	8	1424	19	1	263
otu_1311	475	25	63	277	0	3
otu_1312	0	28	9	1	1	0
otu_1313	434	80	113	1241	2073	574
otu_1314	69	2	75	305	2	1388
otu_1317	6	0	6	1	157	12
otu_1318	2	0	0	0	0	31
otu_1319	0	6	422	0	67	204
otu_1320	3127	132	28	493	12	119
otu_1321	2	12	88	2	251	466
otu_1322	0	3	0	96	9	9
otu_1324	2976	200	19	4372	494	399
otu_1325	70	23	0	1	2	1369
otu_1327	0	0	0	4	0	7
otu_1328	201	47	165	56	67	1850
otu_1329	88	28	279	180	59	1371
otu_1330	0	6	45	0	1	32
otu_1331	457	11979	14	3244	84	2
otu_1333	1593	267	209	1882	187	358
otu_1334	7	1	49	4	36	329
otu_1335	21	9	203	49	63	2081
otu_1336	0	0	0	4	0	0
otu_1337	73	1	5	353	47	210
otu_1339	2	0	74	2	2	3
otu_1340	1	3	1	0	12650	0
otu_1341	0	2	59	1	0	0
otu_1342	1454	58	304	1840	801	734
otu_1344	2633	2	1	6	27	0
otu_1346	0	0	0	0	0	21
otu_1348	0	0	0	0	0	78
otu_1350	0	13	0	0	0	0
otu_1351	501	11	0	195	4	59
otu_1352	8	18	3	240	0	4985
otu_1353	0	0	0	0	0	6
otu_1354	437	30	190	5902	194	70
otu_1355	0	20	982	3	199	277
otu_1356	1386	203	3022	25	1	1206
otu_1357	601	360	47	2	2	16
otu_1358	1223	0	0	33205	8	1
otu_1359	1344	112	68	2624	451	826
otu_1362	784	40	282	1895	703	1560
otu_1363	1	0	0	1	4	1774
otu_1364	2057	4726	1	7	0	8
otu_1365	321	25	12	1281	9	70
otu_1367	104	67	1713	501	320	4856
otu_1368	3319	465	8	0	0	2
otu_1370	22	2	0	1548	0	3
otu_1371	0	4	2	2	12	176
otu_1372	1	4	9	0	0	2
otu_1373	405	945	31	1073	308	498
otu_1374	607	8	216	4589	466	9
otu_1375	342	40	2	1837	224	188
otu_1376	21	43	1	252	65	67
otu_1377	43	22	1	2	3	69
otu_1379	4	668	13	0	2	0
otu_1380	3	0	2	4	1	0
otu_1381	297	27	3	4	2	239
otu_1382	5	2	2	3	1	17
otu_1383	21550	103	336	4281	347	761
otu_1384	0	0	714	0	264	21
otu_1385	83	72	30	1157	125	563
otu_1386	363	249	240	2371	440	65
otu_1387	0	0	0	1	0	0
otu_1388	243	19	88	1548	271	147
otu_1389	178	37	118	599	311	433
otu_1390	0	2	76	20	33	76
otu_1392	6	0	22	6	46	165
otu_1394	23	15	3	0	0	0
otu_1395	1	4	17	3	4	5
otu_1396	5	2	6	0	0	0
otu_1397	0	1	15	3643	1156	70
otu_1398	321	75	44	285	106	61
otu_1400	2157	1179	17	190	45	136
otu_1401	3	23	2	3	0	1290
otu_1402	1784	31	207	1103	375	1827
otu_1403	379	326	0	11	3	0
otu_1404	1241	286	22	13542	490	228
otu_1405	12	12	10	0	1	8
otu_1406	644	40	120	310	95	212
otu_1408	1342	98	442	2114	441	696
otu_1409	0	8	0	1	0	0
otu_1410	3	0	15	0	1	50
otu_1411	122	11	42	1420	1989	28
otu_1412	0	0	0	0	0	8
otu_1413	1	148	0	0	3	47
otu_1414	5771	63	16	3	6	158
otu_1416	683	60	108	1206	266	1567
otu_1417	2	60	160	3	433	406
otu_1418	5	0	4	0	3	7
otu_1419	229	1	181	4	361	270
otu_1420	791	473	23	5038	300	49
otu_1422	1	0	15	2	9	188
otu_1423	101	1	1	36	65	115
otu_1424	663	41	159	975	254	528
otu_1425	0	0	1	0	0	662
otu_1426	151	2	2	866	29	94
otu_1427	1	0	0	0	3	8
otu_1428	0	0	98	0	0	1
otu_1430	0	0	0	4	1	2
otu_1431	2562	255	9	2086	32	233
otu_1432	440	112	94	44	16	285
otu_1434	0	1	0	0	0	0
otu_1435	1	21	19	0	8	6
otu_1436	70	0	67	267	54	658
otu_1437	11	7	0	1	3	0
otu_1438	997	8461	0	1440	255	0
otu_1439	59	4	876	6	26	6
otu_1440	62	70	14	54	17	3388
otu_1441	0	12	1355	3	6	39
otu_1442	29	2	0	0	0	64
otu_1443	109006	0	5	0	0	1
otu_1444	2	2	78	2	356	80
otu_1446	0	0	0	1	3	0
otu_1448	0	0	3	16	550	15
otu_1449	1	3	47	2	0	277
otu_1450	110	42	0	222	27	1391
otu_1451	0	10	224	0	3	10
otu_1452	19	5	48	202	314	115
otu_1453	0	3	0	0	0	633
otu_1454	0	1	0	0	0	0
otu_1455	2	47	1	3	2	25
otu_1456	50	101	91	105	114	7
otu_1458	0	1	0	0	0	0
otu_1459	526	84	863	1260	81	1068
otu_1460	0	2	33	1	7	0
otu_1461	75	84	34	549	496	165
otu_1464	21	49	0	138	0	1
otu_1465	2	298	260	1	990	874
otu_1466	239	2	1	113	8	9
otu_1467	2780	254	67	2559	155	85
otu_1468	595	60	50	246	67	195
otu_1471	2	69	0	5	0	7
otu_1472	3000	80	14	0	0	15
otu_1474	1177	1499	0	224	32	26
otu_1475	308	134	74	1746	1032	211
otu_1477	15	22	78	5	23	16766
otu_1478	0	0	0	0	0	41
otu_1479	18	10	10	7	1	2
otu_1480	1408	161	25	698	167	134
otu_1481	1	4	0	0	0	4
otu_1482	818	25	103	671	367	547
otu_1483	8	1	2	4	2	3
otu_1484	75	67	5	16	14	2418
otu_1485	0	0	613	16	3	10
otu_1486	214	3752	0	116	3118	9
otu_1487	7	70	378	7	75	499
otu_1488	1606	176	24	68	100	123
otu_1489	0	0	0	2	0	0
otu_1490	3	19	155	0	330	267
otu_1491	180	55	43	417	110	87
otu_1492	3661	14	2	9524	4	6
otu_1495	5602	0	0	0	0	1
otu_1496	4	0	0	0	0	12
otu_1497	257	8	229	546	63	522
otu_1498	0	1	1041	2	0	6
otu_1499	0	8	34	0	0	79
otu_1500	0	18	19	0	1	44
otu_1501	1	4	192	0	0	1
otu_1502	85	155	27	49	138	2357
otu_1503	0	12	473	0	757	123
otu_1504	9	0	437	1	0	2240
otu_1505	0	1	4	0	0	0
otu_1506	3	12	6	0	0	32
otu_1507	0	5	39	1088	8000	43
otu_1508	751	3	28	5543	57	37
otu_1509	0	20	2	0	1	653
otu_1512	0	70	0	1	28	94
otu_1513	0	1	546	1	56	160
otu_1514	4	15	1187	27	42	7
otu_1515	0	0	5	2	4	14
otu_1516	204	5	130	474	123	5833
otu_1517	705	106	61	1784	10	2739
otu_1519	593	247	35	990	82	842
otu_1520	101	0	8	108	0	0
otu_1522	26	0	20	3465	1	19
otu_1523	0	0	0	0	0	6
otu_1524	2	6	4	20	0	102
otu_1526	1166	19	0	0	0	0
otu_1527	187	29	70	517	257	124
otu_1528	24	13	71	1	4	1312
otu_1529	0	15	2435	1	4	14
otu_1530	0	5	0	1	0	0
otu_1531	0	3	3	0	0	16567
otu_1532	7409	694	5	759	52	185
otu_1533	11	52	0	178	84	295
otu_1534	8	14	1	1	0	5
otu_1535	331	30	33	3	10	380
otu_1536	0	0	0	1	1	0
otu_1537	116	224	40	452	144	121
otu_1538	10	87	231	11	116	31
otu_1539	1090	709	19	494	26	278
otu_1540	0	30	60	4	1	678
otu_1541	2	4	2	0	2	5
otu_1542	350	102	69	965	52	718
otu_1543	0	2	0	0	0	0
otu_1544	4	0	1	2	4	13
otu_1545	413	28	502	66	16	207
otu_1546	0	5	1	0	0	2
otu_1548	1	0	0	1	0	9
otu_1549	4	3	597	8	108	9
otu_1551	130	13	531	234	328	388
otu_1552	0	0	0	0	2	14
otu_1555	3	3	0	0	7	2
otu_1556	0	0	0	0	1	0
otu_1557	1889	17	71	253	6	75
otu_1558	393	30	0	124	0	8
otu_1560	11	49	2	15	4	0
otu_1561	0	0	1038	34	0	0
otu_1562	130	29	302	111	77	171
otu_1563	0	0	9	0	0	2777
otu_1564	96449	0	0	94	1	60
otu_1565	17	7	147	13	352	3
otu_1566	3247	3456	1	2	1	3
otu_1567	0	0	0	1	0	0
otu_1568	3	0	0	0	0	0
otu_1569	0	11	100	5	32	44
otu_1570	3760	350	386	3858	375	67
otu_1571	4209	32	0	0	1	0
otu_1572	1326	7	1	91	2	0
otu_1574	503	10	15	317	762	522
otu_1575	0	4	0	0	0	3
otu_1576	898	100	62	640	258	490
otu_1578	0	7	4	0	3	1
otu_1579	137	355	71	247	58	282
otu_1580	0	0	1	0	0	3
otu_1581	728	92	89	407	169	258
otu_1583	1	2	127	2	0	34
otu_1584	147	10	68	369	92	108
otu_1585	906	119	49	668	200	171
otu_1586	1050	0	234	6088	3	59
otu_1587	2	12	4	2	34	189
otu_1588	2	5	11	0	4	65
otu_1589	9	1	7	343	27	18
otu_1590	0	0	0	0	10	1
otu_1591	223	15	123	420	36	95
otu_1592	912	17	10	1	7	8
otu_1593	0	3	0	0	0	0
otu_1594	2	5	24	0	4	28
otu_1596	987	36	206	861	133	668
otu_1597	5	6	0	11	5	8189
otu_1598	0	0	0	1	5	511
otu_1599	873	267	168	1638	417	403
otu_1600	0	0	0	0	0	1
otu_1601	0	1	224	1	0	7
otu_1602	50	0	0	146	22	195
otu_1605	31650	8	1	1636	123	1
otu_1607	2	16	85	5	131	402
otu_1608	0	2	38	0	1	791
otu_1609	1	0	0	0	0	0
otu_1610	0	1	0	2	0	0
otu_1611	10	9	0	0	0	2
otu_1612	0	5	400	0	0	6
otu_1613	2411	81	270	519	8	34
otu_1614	7229	16	0	2	1	2
otu_1615	6	27	216	1	78	362
otu_1618	28	9	11	5	5	190
otu_1619	289	43	335	1044	1152	1539
otu_1620	788	53	411	2865	39	16994
otu_1621	2	3	46	0	8	4
otu_1622	0	0	0	0	0	2
otu_1623	103	0	16	295	12	87
otu_1624	585	19	1	1925	113	1
otu_1625	5	24	267	25	25	83
otu_1626	34	8	0	0	0	99
otu_1627	0	6	0	0	7	11
otu_1628	8	2	0	0	0	0
otu_1629	0	6	0	0	0	21
otu_1630	0	0	0	0	0	7
otu_1632	7	1	51	6	416	88
otu_1633	67	7	95	477	264	363
otu_1634	318	47	63	376	116	208
otu_1635	1	1	1	0	4	0
otu_1636	2	1	18	1	0	6
otu_1638	0	7	0	4	3849	6
otu_1639	2	14	2	0	3	5
otu_1640	0	0	123	1	242	2336
otu_1641	0	26	0	0	0	0
otu_1642	0	0	23	0	0	258
otu_1643	0	3	88	0	14	1564
otu_1644	9	1	0	2	0	2299
otu_1645	0	5	0	2	0	0
otu_1646	23	17	56	144	6	0
otu_1648	276	109	23	817	60	1
otu_1649	22	1	0	4	0	3
otu_1650	17	29	7	0	0	20
otu_1651	0	10	329	167	88	656
otu_1652	5	1	1	1924	0	38
otu_1653	0	13	0	0	0	0
otu_1654	0	1	0	0	0	0
otu_1655	6	1	0	0	0	182
otu_1656	0	0	0	1	1	0
otu_1658	6	9	1299	256	487	274
otu_1659	204	136	0	10	2	34
otu_1660	0	0	0	1	56	84
otu_1661	6	11	56	1	0	11
otu_1663	51	24	70	409	414	536
otu_1664	64	11	13	325	54	8
otu_1665	34	41	216	49	92	600
otu_1666	32	6	18	43	84	28
otu_1667	0	14	1	0	27	0
otu_1669	0	0	56	0	0	111
otu_1670	2	2	27	1	19	832
otu_1671	3004	264	5	3703	114	957
otu_1672	0	0	0	0	0	72
otu_1673	13	3	18	18	11	10609
otu_1675	11	10	1	0	0	108
otu_1676	198	8	13	93	244	106
otu_1677	111	1683	125	78	151	263
otu_1678	5	7	25	1	29	569
otu_1679	60	17	12	315	80	31
otu_1680	2	36	2	0	3	85
otu_1682	18	3	31	6	0	452
otu_1684	78	24	188	197	11	10666
otu_1685	22	4	97	36	604	523
otu_1686	0	0	0	1	0	0
otu_1687	625	371	49	307	36	32
otu_1688	2	1	0	0	0	0
otu_1689	0	6	8	4	0	0
otu_1690	1	210	35	0	4	2
otu_1691	1	4	13	0	0	52
otu_1692	0	1	20	1	308	313
otu_1693	0	3	517	4	0	16
otu_1695	54	0	0	88	0	2
otu_1696	398	30	0	1594	87	51
otu_1697	72	14	247	229	268	21
otu_1699	3101	13	1	2	7	5
otu_1700	75	31	338	146	63	967
otu_1701	11	0	32	0	9	94
otu_1703	202	54	58	845	190	39
otu_1704	3	36	245	5	80	1827
otu_1705	2430	182	11	2880	189	94
otu_1706	77	8	25	3	15	878
